;Company;Symbol;ISIN;WKN
1378;SPDR BL.BA.GL.AG.BD U.ETF;SYBZ;IE00B43QJJ40;000A1JJTK
1379;ISHSV.MSCI W.EUR HGD ACC;IBCH;IE00B441G979;000A1C5E7
1380;ISHSII-US AGGREG.BD DLDIS;EUNX;IE00B44CGS96;000A1JKDK
1381;SPDR B.B.US TREAS.BD UETF;SYBT;IE00B44CND37;000A1JJTT
1382;SPDR MSCI ACWI UCITS ETF;SPYY;IE00B44Z5B48;000A1JJTC
1383;SPDR MSCI EM LAT.AMER.ETF;SPYL;IE00B454X613;000A1JJTH
1384;ICS-INST.EO GOVT.LIQ.PA;I8IC;IE00B455LS29;000A1W10D
1385;SPDR BL.BA.US AG.BD U.ETF;SYBU;IE00B459R192;000A1JJTL
1386;ICS-INS.US TREAS.PRE.A.DL;I8IF;IE00B45H7020;000A142Q6
1387;SPDR B.B.EM.LOC.BD UETF;SYBM;IE00B4613386;000A1JJTV
1388;SPDR MSCI EM ASIA ETF;SPYA;IE00B466KX20;000A1JJTG
1389;SPDR B.B.LS C.B.U.ETF;SYBS;IE00B4694Z11;000A1JJTS
1390;SPDR MSCI EMERG.MKTS ETF;SPYM;IE00B469F816;000A1JJTE
1391;SPDR MSCI EM.MAR.SM.C.ETF;SPYX;IE00B48X4842;000A1JJTF
1392;ISHSV-S+P500 FIN.SECT.DLA;QDVH;IE00B4JNQZ49;000A142NY
1393;ISHSIII-MSCI EUR. EO(ACC);EUNK;IE00B4K48X80;000A0RPWG
1394;ISHSV-S+P500 UT.SECT.DL A;2B7A;IE00B4KBBD01;000A142N3
1395;ICS-INS.DL LIQUI.PREM ACC;I8IE;IE00B4KZ8V93;000A142Q5
1396;ISHSIII-CORE MSCI WLD DLA;EUNL;IE00B4L5Y983;000A0RPWH
1397;ISHSIII-MSCI EM USD(ACC);EUNM;IE00B4L5YC18;000A0RPWJ
1398;ISHSIII-C.MSCI JP.IMI DLA;EUNN;IE00B4L5YX21;000A0RPWL
1399;ISHSIII-EO C.B.EX-F.EODIS;EUNR;IE00B4L5ZG21;000A0RPWN
1400;ISHSIII-EO CBX-F1-5YR EOD;EUNS;IE00B4L5ZY03;000A0RPWP
1401;ISHSIII-EO C.BD 1-5YR EOD;EUNT;IE00B4L60045;000A0RPWQ
1402;ISHSV-S+P500IND.SECT.DL A;2B7C;IE00B4LN9N13;000A142N0
1403;ISHSV-MSCI POLAND DL ACC;IBCJ;IE00B4M7GH52;000A1H5UP
1404;ISHSV-S+P500C.D.SECT.DL A;QDVK;IE00B4MCHD36;000A142NV
1405;ISHSV-S+P500MAT.SECT.DL A;2B7B;IE00B4MKCJ84;000A142N2
1406;ISHSII-DLHY CORP BD DLDIS;IS0R;IE00B4PY7Y77;000A1H5UN
1407;ISHSIII-MSCI P.EX-J.DLDIS;EUNJ;IE00B4WXJD03;000A0RL8Z
1408;ISHSIII-EO GB.5-7YR EODIS;EUN9;IE00B4WXJG34;000A0RL81
1409;ISHSIII-EO GB.10-15YR EOD;EUN8;IE00B4WXJH41;000A0RL82
1410;ISHSIII-C.EO GOV. B.EODIS;EUNH;IE00B4WXJJ64;000A0RL83
1411;SPDR S+P 400 US MID CAP;SPY4;IE00B4YBJ215;000A1JSHV
1412;UBS ETFS-CMCI C.SF LSAACC;UEQ3;IE00B50XJX92;000A1C79U
1413;ISHSVII-NIKKEI 225 YN ACC;SXRZ;IE00B52MJD48;000A0YEDQ
1414;ISHSVII-C.MSCI P.XJPDLACC;SXR1;IE00B52MJY50;000A0YEDR
1415;ISHSVII-MSCI CANADA DLACC;SXR2;IE00B52SF786;000A0YEDS
1416;ISHSVII-MSCI USA DL ACC;SXR4;IE00B52SFT06;000A0YEDU
1417;ISHSII-MSCI EUR.SRI EOACC;IUSK;IE00B52VJ196;000A1H7ZS
1418;ISHSIII-MSCI S.AFR.DLACC;IBC4;IE00B52XQP83;000A0YJ8Y
1419;ISHSIII-MSCI AUSTR.DLACC;IBC6;IE00B5377D42;000A0YJ80
1420;ISHSVII-MSCI UK LS ACC;SXR3;IE00B539F030;000A0YEDT
1421;UBS ETFS-CMCI C.SF DLAACC;UIQK;IE00B53H0131;000A1C79N
1422;ISHSVII-FTSE 100 LS ACC;SXRW;IE00B53HP851;000A0YEDM
1423;ISHSVII-DJIA DL ACC;SXRU;IE00B53L4350;000A0YEDK
1424;ISHSVII-FTSE MIB EO ACC;SXRY;IE00B53L4X51;000A0YEDP
1425;ISHSVII-MSCI JAPAN DL ACC;SXR5;IE00B53QDK08;000A0YEDV
1426;ISHSVII-MSCI EMU EO ACC;SXR7;IE00B53QG562;000A0YEDX
1427;ISHSVII-NASDAQ 100 DL ACC;SXRV;IE00B53SZB19;000A0YEDL
1428;UBS ETFS-HFRX GL.HDG.A EO;UIQC;IE00B54DDP56;000A1C3UQ
1429;ISHSII-DJ GL.SUST.SCR.DLA;IUSL;IE00B57X3V84;000A1H7ZT
1430;ISHSVII-MSCI BRAZIL DLACC;CEBE;IE00B59L7C92;000A1C1HY
1431;ISHSVII-CORE S+P500 DLACC;SXR8;IE00B5BMR087;000A0YEDG
1432;ISHSVII-MSCI EM AS.DL ACC;CEBL;IE00B5L8K969;000A1C1H5
1433;SPDR S+P EO DIV.ARIST.ETF;SPYW;IE00B5M1WJ87;000A1JT1B
1434;ISH3-I.JPM.EMLGB.UETF DLD;IUSP;IE00B5M4WH52;000A1JADV
1435;SOURCE-S.ST.EU.600O.TEL.A;SC0Q;IE00B5MJYB88;000A0RPSF
1436;SOURCE-S.S.E.600OPT.T+L A;SC0R;IE00B5MJYC95;000A0RPSG
1437;SOURCE-S.ST.E.600OP.IGS A;SC0S;IE00B5MJYX09;000A0RPR8
1438;SOURCE-S.ST.E.600OP.H.C.A;SC0T;IE00B5MJYY16;000A0RPR7
1439;SOURCE-S.ST.E.600OP.BKS A;SC0U;IE00B5MTWD60;000A0RPR1
1440;SOURCE-S.ST.E.600OP.O+G A;SC0V;IE00B5MTWH09;000A0RPSB
1441;SOURCE-S.ST.E.600OP.B.R.A;SC0W;IE00B5MTWY73;000A0RPR2
1442;SOURCE-S.ST.EU.600OPT.T.A;SC0X;IE00B5MTWZ80;000A0RPSE
1443;SOURCE-S.ST.E.600OP.INS.A;SC0Y;IE00B5MTXJ97;000A0RPR9
1444;SOURCE-S.ST.E.600OPT.UT.A;SC0Z;IE00B5MTXK03;000A0RPSH
1445;SOURCE-S.ST.E.600 OP.CH.A;SC00;IE00B5MTY077;000A0RPR3
1446;SOURCE-S.ST.E.600OP.C+M A;SC01;IE00B5MTY309;000A0RPR4
1447;SOURCE-S.ST.E.600OP.FIN.A;SC02;IE00B5MTYK77;000A0RPR5
1448;SOURCE-S.ST.E.600OP.F+B A;SC03;IE00B5MTYL84;000A0RPR6
1449;SOURCE-S.ST.E.600OP.MED.A;SC06;IE00B5MTZ488;000A0RPSA
1450;SOURCE-S.ST.E.600OP.PHG A;SC04;IE00B5MTZ595;000A0RPSC
1451;SOURCE-S.ST.E.600OP.RET.A;SC05;IE00B5MTZM66;000A0RPSD
1452;SOURCE-S.ST.E.600OP.A+P A;SC0P;IE00B5NLX835;000A0RPR0
1453;UBS(I)-SOL.G.O.E.U.E.ADDL;UBUB;IE00B5PYL424;000A1JVYJ
1454;UBS ETFS-MSCI CA SF AACD;UIQS;IE00B5TZCY80;000A1JJCG
1455;ISHSVII-MSCI RU ADR/GDRDA;CEBB;IE00B5V87390;000A1C1HV
1456;ISV GER.GOV.BD U.ETF EOD;IS0L;IE00B5V94313;000A1JXZG
1457;ISHSVII-MSCI MX.CPD DLACC;CEBG;IE00B5WHFQ43;000A1C1H0
1458;PFISETF.-EO SH.MAT.S.EOIN;PJS1;IE00B5ZR2157;000A1H497
1459;SOURCE MKTS-S.ST.EUR.600A;SC0C;IE00B60SWW18;000A0RGCK
1460;SOURCE MKTS-S.MSCI EURO.A;SC0E;IE00B60SWY32;000A0RGCM
1461;SOURCE MKTS-S.S.E.SM.200A;SC0F;IE00B60SWZ49;000A0RGCN
1462;SOURCE MKTS-S.ST.EU.M200A;SC0G;IE00B60SX063;000A0RGCP
1463;SOURCE MKTS-S.MSCI USA A;SC0H;IE00B60SX170;000A0RGCQ
1464;SOURCE MKTS-S.MSCI JAP.A;SC0I;IE00B60SX287;000A0RGCR
1465;SOURCE MKTS-S.MSCI WRLD A;SC0J;IE00B60SX394;000A0RGCS
1466;SOURCE MKTS-S.RUSS.2000 A;SC0K;IE00B60SX402;000A0RGCT
1467;ISHSV-EM DIVID.U.ETF DLD;EUNY;IE00B652H904;000A1JNZ9
1468;IS EO H.Y.CO.BD U.ETF EOD;EUNW;IE00B66F4759;000A1C3NE
1469;ISHSIII-EM.ASIA L.G.B.DLD;IS0S;IE00B6QGFW01;000A1JTNB
1470;ISHSV-O+G.EX.+PROD.DL A;IS0D;IE00B6R51Z18;000A1JKQL
1471;ISV-GOLD.PROD.U.ETF DLA;IS0E;IE00B6R52036;000A1JKQJ
1472;ISHSV-MSCI ACWI DL A;IUSQ;IE00B6R52259;000A1JMDF
1473;SPDR S+P UK DIV.ARIST.ETF;SPYG;IE00B6S2Z822;000A1JT1C
1474;ISHSVI-E.S+P500MIN.V.DL A;IBCK;IE00B6SPMN59;000A1J784
1475;ISV-I.JPM.DLEMCB.UETF DLD;IS0Q;IE00B6TLBW47;000A1JWS3
1476;ISV-E.C.B.I.R.H.U.ETF EOD;IS0Y;IE00B6X2VY59;000A1J5ST
1477;SPDR S+P EM.MKTS DIVI.ETF;SPYV;IE00B6YX5B26;000A1JKSZ
1478;SPDR S+P 500 UCITS ETF;SPY5;IE00B6YX5C33;000A1JULM
1479;SPDR S+P US DIV.ARIST.ETF;SPYD;IE00B6YX5D40;000A1JKS0
1480;SPDR B.B.1-3Y.E.G.B.U.ETF;SYB3;IE00B6YX5F63;000A1JKSV
1481;SPDR B.B.1-5Y.GILT UETF;SYB5;IE00B6YX5K17;000A1JKSX
1482;SPDR BL.BA.15+Y.GILT UETF;SYBL;IE00B6YX5L24;000A1JKSY
1483;SPDR BL.BA.EO H.Y.B.U.ETF;SYBJ;IE00B6YX5M31;000A1JKSU
1484;SPDR FTSE UK ALL SHARE;SPYF;IE00B7452L46;000A1JT1A
1485;IS GL.HI.YI.C.B.U.ETF DLD;IBC9;IE00B74DQ490;000A1J7MG
1486;UBS I.-MSCI USA U.E. ADDL;UBU3;IE00B77D4428;000A1JVB6
1487;UBS(I)-MSCI US.V.U.E.ADDL;UBU5;IE00B78JSG98;000A1JVB8
1488;SPDR CITI ASIA LOC.GOV.BD;SYBX;IE00B7GBL799;000A1JV42
1489;IS GBL CORP BD U.ETF DLD;IS0X;IE00B7J7TB45;000A1J0YD
1490;UBS(I.)ETF-SP500 U.E.ADDL;UBU9;IE00B7K93397;000A1JVB5
1491;UBS(I)-S.G.P.G.M.U.E.ADDL;UBUD;IE00B7KMNP07;000A1JVYP
1492;UBS(I)-MSCI WOR. U.E.ADDL;UBU7;IE00B7KQ7B66;000A1JVCA
1493;SPDR BOFA ML E.M.C.BD ETF;SYBE;IE00B7LFXY77;000A1JXYR
1494;ISHSV-ITAL.GOVT BD EO D;IS0M;IE00B7LW6Y90;000A1JXZH
1495;SPDR B.B.EM I.L.L.B.UETF;SYBI;IE00B7MXFZ59;000A1JLNG
1496;UBS ETFS-MSCI AC AXJ.AADL;UIQI;IE00B7WK2W23;000A1JZY0
1497;SPDR S+P 500 LW VOL.USD;SPY1;IE00B802KR88;000A1J3PA
1498;VANGUARD FTSE 100 UETF LS;VUKE;IE00B810Q511;000A1JX54
1499;ISHSVI-E.MSCI EO MIN.VEOA;EUN0;IE00B86MWN23;000A1J783
1500;ISHSVI-G.AAA-AA G.B.DL D;IS0Z;IE00B87G8S03;000A1J40N
1501;ISHSVI-EO C.BD FINLS EOD;IS3B;IE00B87RLX93;000A1T94L
1502;ICS-INST.EO ASS.LIQ. ACEO;I8IB;IE00B8C1FB24;000A14VFF
1503;ISHS VI-E.MSCI WL.M.V.DLA;IQQ0;IE00B8FHGS14;000A1J781
1504;SPDR DW JNES GL.RL.EST.DL;SPYJ;IE00B8GF1M35;000A1J3PB
1505;VA.FTSE A.W.H.D.Y.UETF DL;VGWD;IE00B8GKDB10;000A1T8FV
1506;ISHSVI-E.MSCI EM MIN.VDLA;EUNZ;IE00B8KGV557;000A1J782
1507;SPDR MSCI EMU UCITS ETF;ZPRE;IE00B910VR50;000A1KBQ3
1508;VANG.FTSE DEV.EUR.UETF EO;VGEU;IE00B945VV12;000A1T8FS
1509;VANGUARD FTSE JAP.UETF DL;VJPN;IE00B95PGT31;000A1T8FU
1510;SPDR B.B.0-5Y.US HYB UETF;SYBK;IE00B99FL386;000A1W3VZ
1511;SPDR S+P GL.DIV.ARIST.ETF;ZPRG;IE00B9CQXS71;000A1T8GD
1512;VANG.FTSE D.A.P.X.J.UETF;VGEJ;IE00B9F5YL18;000A1T8FT
1513;SPDR S+P P.AS.DIV.ARI.ETF;ZPRA;IE00B9KNR336;000A1T8GC
1514;ISHSVI-JPM DL BD EOH DIS;IS3C;IE00B9M6RS56;000A1W0MQ
1515;ISHSVI-G.C.BD EO H DIST;IBCQ;IE00B9M6SJ31;000A1W02Q
1516;X(IE) - MSCI NORDIC 1D;XDN0;IE00B9MRHC27;000A1T791
1517;X(IE)-GERM.MITTEL.MCAP 1D;XDGM;IE00B9MRJJ36;000A1T795
1518;SPDR B.B.1-3Y.US T.B.UETF;SYBW;IE00BC7GZJ81;000A1W3V0
1519;SPDR B.B.0-3Y.E.C.B.UETF;SYBD;IE00BC7GZW19;000A1W3V1
1520;SPDR B.B.0-3Y.US C.B.UETF;SYBF;IE00BC7GZX26;000A1W3V2
1521;SPDR B.B.0-5Y.LS C.B.UETF;SYBQ;IE00BCBJF711;000A1W8WE
1522;SSGA SP.E.EU.II-M.E.B.BR.;ZPRB;IE00BCBJFC69;000A1W56N
1523;SSGA SP.E.EU.II-M.W.S.C.;ZPRS;IE00BCBJG560;000A1W56P
1524;X(IE)-MSCI USA ENERGY 1D;XUEN;IE00BCHWNS19;000A1W3F8
1525;X(IE)-MSCI USA FINANC. 1D;XUFN;IE00BCHWNT26;000A1W3F9
1526;X(IE)-MSCI USA HEALTHC.1D;XUHC;IE00BCHWNW54;000A1W3GB
1527;IS DL C.B.I.R.H.U.ETF DLD;IS3F;IE00BCLWRB83;000A1W37Y
1528;ISIV-MSCI EMUMC.U.ETF EOA;IS3H;IE00BCLWRD08;000A1W370
1529;ISIV-MSCIEMULACAU.ETF EOA;IS3G;IE00BCLWRF22;000A1W37Z
1530;ISIV-DL S.D.C.B U.ETF DLD;IS3J;IE00BCRY5Y77;000A1W372
1531;ISHSIV-DL S.D.H.Y.BD DL D;IS3K;IE00BCRY6003;000A1W373
1532;ISHSIV-DL ULTRASH.BD DL D;IS3L;IE00BCRY6227;000A1W374
1533;ISIV-EO ULTR.BD U.ETF EOD;IS3M;IE00BCRY6557;000A1W375
1534;P.SHS US H.Y.FAL.ANG.ETF;FAHY;IE00BD0Q9673;000A2AN8T
1535;ISHSIV-E.MSCI USA SIZE.F.;QDVC;IE00BD1F4K20;000A2AP33
1536;ISHSIV-E.MSCI USA QUAL.F.;QDVB;IE00BD1F4L37;000A2AP34
1537;ISHSIV-E.MSCI USA VAL.FA.;QDVI;IE00BD1F4M44;000A2AP35
1538;ISHSIV-E.MSCI USA M.F.DLA;QDVA;IE00BD1F4N50;000A2AP36
1539;BK OF IRELD GRP      EO 1;BIRG;IE00BD1RP616;000A2DR6L
1540;UBS(I.)ETF-SP500 UE HTEAD;UEQ7;IE00BD34DJ91;000A2H7WJ
1541;UBS(I.)ETF-SP500 UE AAEOH;UEQD;IE00BD34DK07;000A2AMYQ
1542;ISHSIV-IS.OMX STOC.CAP.SK;OM3X;IE00BD3RYZ16;000A2ARPW
1543;X(IE)-DL EM BD Q.WGHT.1D;XQUA;IE00BD4DX952;000A144GB
1544;X(IE)-DL EM BD Q.WE.2DEOH;XQUE;IE00BD4DXB77;000A144GC
1545;UBS I.ETF-M.U.H.T.EO EOAA;UBUJ;IE00BD4TYG73;000A1W5DE
1546;PFISE.-E ST HY CB ISU.EOA;EUHA;IE00BD8D5G25;000A2DLP1
1547;PFISE.-E ST HY CB ISU.EOI;EUHI;IE00BD8D5H32;000A2DLP2
1548;ISHSIII-GL.AGGR.BD EOAH;EUNA;IE00BDBRDM35;000A2H6ZT
1549;PS.TR.EU.VA.FA.U.ETF A;PFTV;IE00BDFB5708;000A2DWCX
1550;PS TR.EU.QU.FA.U.ETF A;PFTQ;IE00BDFB5815;000A2DWCY
1551;PS TR.EU.L.B.FA.UETF A;PFTB;IE00BDFB5922;000A2DWCZ
1552;PS TR.EU.PR.M.F.UETF A;PFTP;IE00BDFB5B42;000A2DWC0
1553;PS TR.EU.EA.M.F.UETF A;PFTE;IE00BDFB5C58;000A2DWC1
1554;VANECK VEC.NAT.RESOU. ADL;HAP1;IE00BDFBTK17;000A2DYHW
1555;VANECK VEC.PREF.US E.ADLA;PVF1;IE00BDFBTR85;000A2DYHX
1556;JPM I-DL EM.MK.SOV.BD.DLD;JPBM;IE00BDFC6G93;000A2JBL7
1557;JPM I-DL ULTRA-SH.INC.DLD;JPPS;IE00BDFC6Q91;000A2JBL6
1558;DB-XTR.MSCI EMU MN V.1DEO;XMVE;IE00BDGN9Z19;000A2AP5L
1559;LAM ZYFIN MSCI INDIA A DL;INDM;IE00BDHBGX15;000A2APRT
1560;ISHSII-DL TIPS 0-5 U.ETF;SXRH;IE00BDQYWQ65;000A2DKPQ
1561;ISHSIII-IS.INT.CR.BD U.E.;SXRF;IE00BDQZ5152;000A2DKPP
1562;UBS(IRL)ETF-MS.AC.S.EOAAH;AW1R;IE00BDR55927;000A2H5CB
1563;X(IE)-USD HIGH YLD C.B.1D;XUHY;IE00BDR5HM97;000A2DXQ6
1564;VANECK JPM EM LCB ETF ADL;EM1C;IE00BDS67326;000A2DQKN
1565;P.SHS S+P 500 QVM UCI.ETF;QVMP;IE00BDZCKK11;000A2DMBV
1566;ISHSII-DL FR BD ETF EOHDD;SXRR;IE00BF11F458;000A2DUC4
1567;SPDR BL.BA.GL.AG.BD DLHUE;SPFU;IE00BF1QPH33;000A2H8NM
1568;SPDR BL.BA.GL.AG.BD LSHUE;SPFB;IE00BF1QPJ56;000A2H8NN
1569;SPDR BL.BA.GL.AG.BD EOHUE;SPFE;IE00BF1QPL78;000A2H8NQ
1570;FRAN.LIB.Q EM EQ.UC.DLA;FLXE;IE00BF2B0K52;000A2DTF1
1571;FRAN.LIB.Q EU DIV.UC. EOD;FLXD;IE00BF2B0L69;000A2DTF2
1572;FRAN.LIB.Q GL.DIV.UC.DLD;FLXX;IE00BF2B0M76;000A2DTF0
1573;FRAN.LIB.Q GL.EQ.SRI DLA;FLXG;IE00BF2B0N83;000A2DTF3
1574;FRAN.LIB.Q US EQ.UC. DLA;FLXU;IE00BF2B0P08;000A2DTFZ
1575;ISHSIV-E.MSCI EMU MUL.EOA;EDMF;IE00BF2PG656;000A2H7FK
1576;JPM ICAV-MGD FUTS EFT DLA;JPGM;IE00BF4G7290;000A2DWRZ
1577;JPM ICAV-EQ L.S.U.ETF DLA;JPQE;IE00BF4G7308;000A2DWR0
1578;S.M.II-PWRS.EO.CRP.B.AEOD;PSFE;IE00BF51K249;000A2DX8S
1579;PFIS ETF-P.CB S.U.ETF EOI;COVR;IE00BF8HV717;000A1W6DJ
1580;X(IE)-IB.DL C.B.Y.P. 1D;XYLD;IE00BF8J5974;000A2H5F5
1581;SSGA SP.E.EU.II-EO S.L.V.;ZPRL;IE00BFTWP510;000A1W8WD
1582;X(IE)-MSCI AC F.E.XJAP.2C;XAFE;IE00BGDWNL65;000A1W8FC
1583;X(IE)-MSCI AC WORLD 1C;XMAW;IE00BGHQ0G80;000A1W8SB
1584;X(IE)-MSCI USA CO.ST.1DDL;XUCS;IE00BGQYRQ28;000A1W9KC
1585;X(IE)-MSCI USA CO.DI.1DDL;XUCD;IE00BGQYRR35;000A1W9KB
1586;X(IE)-MSCI USA IN.TE.1DDL;XUTC;IE00BGQYRS42;000A1W9KD
1587;X(IE)-MSCI NA.H.DI.YLD 1C;XDND;IE00BH361H73;000A1W9VB
1588;X(IE)-MSCI WORLD 1C;XDWD;IE00BJ0KDQ92;000A1XB5U
1589;X(IE) - MSCI USA 1C;XD9U;IE00BJ0KDR00;000A1XB5V
1590;S.S.E.E.II-R.2000 US S.C.;ZPRR;IE00BJ38QD84;000A1XFN1
1591;X(IE)-RUSSELL MIDCAP 1CDL;XRSM;IE00BJZ2DC62;000A1XEJS
1592;X(IE)-RUSSELL 2000 1CDL;XRS2;IE00BJZ2DD79;000A1XEJT
1593;X(IE)-MSCI WORLD 1D;XDWL;IE00BK1PV551;000A1XEY2
1594;IS C.MSCI EMIMI U.ETF DLA;IS3N;IE00BKM4GZ66;000A111X9
1595;ISHSV-MSCI EM CO.GWTH DLA;CEMG;IE00BKM4H197;000A111YA
1596;I2-I.MSCI USA QD.UETF DLD;QDVD;IE00BKM4H312;000A111YB
1597;SSGA S.E.E.II-M.EU.CON.D.;SPYR;IE00BKWQ0C77;000A1191M
1598;SSGA S.E.E.II-M.EU.CON.S.;SPYC;IE00BKWQ0D84;000A1191N
1599;SSGA S.E.E.II-M.EU.ENERGY;SPYN;IE00BKWQ0F09;000A1191P
1600;SSGA S.E.E.II-M.EURO.FIN.;SPYZ;IE00BKWQ0G16;000A1191R
1601;SSGA S.E.E.II-M.EU.H.CARE;SPYH;IE00BKWQ0H23;000A1191S
1602;SSGA S.E.E.II-M.EUR.IND.;SPYQ;IE00BKWQ0J47;000A1191T
1603;SSGA S.E.E.II-M.EU.TECHN.;SPYK;IE00BKWQ0K51;000A1191U
1604;SSGA S.E.E.II-M.EUR.MAT.;SPYP;IE00BKWQ0L68;000A1191V
1605;SSGA S.E.E.II-M.EU.SM.CAP;SPYS;IE00BKWQ0M75;000A1191W
1606;SSGA S.E.E.II-M.EU.TELEC.;SPYT;IE00BKWQ0N82;000A1191X
1607;SSGA S.E.E.II-M.EUR.UTIL.;SPYU;IE00BKWQ0P07;000A1191Y
1608;SSGA S.E.E.II-MSCI EUROPE;SPYE;IE00BKWQ0Q14;000A1191Q
1609;VANGUARD FTSE 250 UETF LS;VMID;IE00BKX55Q28;000A12CX0
1610;VANG.FTSE N.AMER.U.ETF DL;VNRT;IE00BKX55R35;000A12CXY
1611;VANG.FTSE D.E.XUK UETF EO;VERX;IE00BKX55S42;000A12CXZ
1612;VANG.FTSE DEV.WO.U.ETF DL;VGVE;IE00BKX55T58;000A12CX1
1613;S.S.E.E.II-R.3000 US T.M.;ZPR3;IE00BKY7WX37;000A112AU
1614;X(IE)-MSCI WRLD QUAL.1CDL;XDEQ;IE00BL25JL35;000A1103D
1615;X(IE)-MSCI WORLD VAL.1CDL;XDEV;IE00BL25JM42;000A1103E
1616;X(IE)-MSCI WO.MI.VO. 1CDL;XDEB;IE00BL25JN58;000A1103F
1617;X(IE)-MSCI WRLD MOM. 1CDL;XDEM;IE00BL25JP72;000A1103G
1618;X(IE)-S+P 500 E.WGHT 1CDL;XDEW;IE00BLNMYC90;000A1106A
1619;P.SHS GL BUYB.ACHIEV.QD D;BBCK;IE00BLSNMW37;000A114UD
1620;X(IE)-MSCI WO.HE.CA. 1CDL;XDWH;IE00BM67HK77;000A113FD
1621;X(IE)-MSCI WRLD FIN. 1CDL;XDWF;IE00BM67HL84;000A113FE
1622;X(IE)-MSCI WO.ENERGY 1CDL;XDW0;IE00BM67HM91;000A113FF
1623;X(IE)-MSCI WO.CO.ST. 1CDL;XDWS;IE00BM67HN09;000A113FG
1624;X(IE)-MSCI WO.CO.DI. 1CDL;XDWC;IE00BM67HP23;000A113FH
1625;X(IE)-MSCI WO.UTILIT.1CDL;XDWU;IE00BM67HQ30;000A113FJ
1626;X(IE)-MSCI WO.TE.SE. 1CDL;XWTS;IE00BM67HR47;000A113FK
1627;X(IE)-MSCI WO.MATER. 1CDL;XDWM;IE00BM67HS53;000A113FL
1628;X(IE)-MSCI WO.IN.TE. 1CDL;XDWT;IE00BM67HT60;000A113FM
1629;X(IE)-MSCI WO.INDUST.1CDL;XDWI;IE00BM67HV82;000A113FN
1630;X(IE)-S+P 500 1CEOH;XDPE;IE00BM67HW99;000A113FP
1631;UBS I.ETF-DL G.SEL.DIV.AD;UBUM;IE00BMP3HG27;000A11471
1632;UBS I.ETF-MSCI EMU CYC.AD;UBUN;IE00BMP3HJ57;000A11473
1633;UBS I.ETF-MSCI EMU DEF.AD;UBUP;IE00BMP3HL79;000A11475
1634;SSGA S.E.E.II-S.TR G.C.BD;ZPRC;IE00BNH72088;000A12CZS
1635;ISHSIV-E.MSCI W.QU.F.DL A;IS3Q;IE00BP3QZ601;000A12ATE
1636;ISIV-E.MSCI WMF U.ETF DLA;IS3R;IE00BP3QZ825;000A12ATF
1637;ISHSIV-E.MSCI W.VAL.F.DLA;IS3S;IE00BP3QZB59;000A12ATG
1638;ISHSIV-E.MSCI WLD S.F.DLA;IS3T;IE00BP3QZD73;000A12ATH
1639;ISIV-TA35ISRAEL U.ETF DLA;QDVM;IE00BP3QZG05;000A140SM
1640;ISIV-MSCI FRAN. U.ETF EOA;IS3U;IE00BP3QZJ36;000A12ATD
1641;SSGA SP.E.EU.II-B.ML0-5Y.;ZPR5;IE00BP46NG52;000A119P6
1642;X(IE)-FTSE D.E.XUK R.E.1C;XREA;IE00BP8FKB21;000A118P8
1643;PFIS ETF-P.LD EO C.B. EOI;LDCE;IE00BP9F2J32;000A118V8
1644;X(IE)-JPX-NIKKEI 400 1D;XDNY;IE00BPVLQD13;000A119J2
1645;ISHSIV-E.MSCI EU.QU.F.EOA;CEMQ;IE00BQN1K562;000A12DPM
1646;ISHSIV-E.MSCI EO M.F.EO A;CEMR;IE00BQN1K786;000A12DPN
1647;ISHSIV-E.MSCI EUR.V.F.EOA;CEMS;IE00BQN1K901;000A12DPP
1648;ISHSIV-E.MSCI EUR.S.F.EOA;CEMT;IE00BQN1KC32;000A12DPQ
1649;VE GOLD MINERS UCITSETF A;G2X;IE00BQQP9F84;000A12CCL
1650;VE JR GOLD MIN.UCITSETF A;G2XJ;IE00BQQP9G91;000A12CCM
1651;VE VECT.MRN.US WDE MOAT A;GMVM;IE00BQQP9H09;000A12CCN
1652;ISIV-US EQ.B.AC.U.ETF DLA;CEM2;IE00BQT3VN15;000A12DPR
1653;ISHSII-JPX-N.400EUR H.ACC;36BY;IE00BQT3W831;000A12DPS
1654;ISHSIV-MSCI CHINA A DL A;36BZ;IE00BQT3WG13;000A12DPT
1655;SPDR MORN.MUL.-A.GL.INFR.;ZPRI;IE00BQWJFQ70;000A12EAR
1656;X(IE)-MSCI GCC SEL.SW. 1C;XGLF;IE00BQXKVQ19;000A12B98
1657;X(IE)-JPX-NIKKEI400 3CEOH;XDNE;IE00BRB36B93;000A12C16
1658;ISHSIII-MSCI T.USA RE DLD;CEM1;IE00BRHZ0620;000A12DPV
1659;SOURCE-S.S+P 500 EO HDGD;E500;IE00BRKWGL70;000A12DYR
1660;SPDR B.B.3-5Y.E.G.B.UETF;SYB4;IE00BS7K8821;000A12DYT
1661;SP.FTS.EPRA EU.EX UK R.E.;ZPRP;IE00BSJCQV56;000A14P7G
1662;ISHSIV-DL T.BD20+YR DL D;IS04;IE00BSKRJZ44;000A12HL9
1663;ISHSIII-EO C.B.BBB-BB EOD;IS06;IE00BSKRK281;000A12HSP
1664;SSGA S.E.E.II-M.E.S.C.V.W;ZPRX;IE00BSPLC298;000A12HU7
1665;SSGA S.E.E.II-M.EUR.V.WG.;ZPRW;IE00BSPLC306;000A12HU6
